Time,ZoneNumber,WHSLRRate,TimeLapse,Location,Customer,Formation
01/22/2019 16:34:23,1,9.8,0,123,ABC,EFG
01/22/2019 16:34:24,1,11.1,0.017,123,ABC,EFG
01/22/2019 16:34:25,1,11.7,0.033,123,ABC,EFG
01/22/2019 16:34:26,1,12,0.05,123,ABC,EFG
01/22/2019 16:34:27,1,12.2,0.067,123,ABC,EFG
01/22/2019 16:34:28,1,12.3,0.083,123,ABC,EFG
01/22/2019 16:34:29,1,12.3,0.1,123,ABC,EFG
01/22/2019 16:34:30,1,12.3,0.117,123,ABC,EFG
01/22/2019 16:34:31,1,12.3,0.133,123,ABC,EFG
01/22/2019 16:34:32,1,12.4,0.15,123,ABC,EFG
01/22/2019 16:34:33,1,12.4,0.167,123,ABC,EFG
01/22/2019 16:34:34,1,12.4,0.183,123,ABC,EFG
01/22/2019 16:34:35,1,12.5,0.2,123,ABC,EFG
01/22/2019 16:34:36,1,12.6,0.217,123,ABC,EFG
01/22/2019 16:34:37,1,12.8,0.233,123,ABC,EFG
01/22/2019 16:34:38,1,12.9,0.25,123,ABC,EFG
01/22/2019 16:34:39,1,13,0.267,123,ABC,EFG
01/22/2019 16:34:40,1,13.1,0.283,123,ABC,EFG
01/22/2019 16:34:41,1,13.2,0.3,123,ABC,EFG
01/22/2019 16:34:42,1,13.2,0.317,123,ABC,EFG
01/22/2019 16:34:43,1,13.3,0.333,123,ABC,EFG
01/22/2019 16:34:44,1,13.3,0.35,123,ABC,EFG
01/22/2019 16:34:45,1,13.4,0.367,123,ABC,EFG
01/22/2019 16:34:46,1,13.5,0.383,123,ABC,EFG
01/22/2019 16:34:47,1,13.6,0.4,123,ABC,EFG
01/22/2019 16:34:48,1,13.6,0.417,123,ABC,EFG
01/22/2019 16:34:49,1,13.7,0.433,123,ABC,EFG
01/22/2019 16:34:50,1,13.7,0.45,123,ABC,EFG
01/22/2019 16:34:51,1,13.7,0.467,123,ABC,EFG
01/22/2019 16:34:52,1,13.7,0.483,123,ABC,EFG
01/22/2019 16:34:53,1,13.7,0.5,123,ABC,EFG
01/22/2019 16:34:54,1,13.8,0.517,123,ABC,EFG
01/22/2019 16:34:55,1,13.8,0.533,123,ABC,EFG
01/22/2019 16:34:56,1,13.9,0.55,123,ABC,EFG
01/22/2019 16:34:57,1,13.8,0.567,123,ABC,EFG
01/22/2019 16:34:58,1,13.9,0.583,123,ABC,EFG
01/22/2019 16:34:59,1,13.8,0.6,123,ABC,EFG
01/22/2019 16:35:00,1,13.9,0.617,123,ABC,EFG
01/22/2019 16:35:01,1,13.9,0.633,123,ABC,EFG
01/22/2019 16:35:02,1,13.9,0.65,123,ABC,EFG
01/22/2019 16:35:03,1,14,0.667,123,ABC,EFG
01/22/2019 16:35:04,1,14,0.683,123,ABC,EFG
01/22/2019 16:35:05,1,13.9,0.7,123,ABC,EFG
01/22/2019 16:35:06,1,13.9,0.717,123,ABC,EFG
01/22/2019 16:35:07,1,13.9,0.733,123,ABC,EFG
01/22/2019 16:35:08,1,13.9,0.75,123,ABC,EFG
01/22/2019 16:35:09,1,13.9,0.767,123,ABC,EFG
01/22/2019 16:35:10,1,13.9,0.783,123,ABC,EFG
01/22/2019 16:35:11,1,13.9,0.8,123,ABC,EFG
01/22/2019 16:35:12,1,13.9,0.817,123,ABC,EFG
01/22/2019 16:35:13,1,13.9,0.833,123,ABC,EFG
01/22/2019 16:35:14,1,13.9,0.85,123,ABC,EFG
01/22/2019 16:35:15,1,13.9,0.867,123,ABC,EFG
01/22/2019 16:35:16,1,13.9,0.883,123,ABC,EFG
01/22/2019 16:35:17,1,13.9,0.9,123,ABC,EFG
01/22/2019 16:35:18,1,13.9,0.917,123,ABC,EFG
01/22/2019 16:35:19,1,13.9,0.933,123,ABC,EFG
01/22/2019 16:35:20,1,13.9,0.95,123,ABC,EFG
01/22/2019 16:35:21,1,13.9,0.967,123,ABC,EFG
01/22/2019 16:35:22,1,13.9,0.983,123,ABC,EFG
01/22/2019 16:35:23,1,13.9,1,123,ABC,EFG
01/22/2019 16:35:24,1,13.9,1.017,123,ABC,EFG
01/22/2019 16:35:25,1,13.9,1.033,123,ABC,EFG
01/22/2019 16:35:26,1,14,1.05,123,ABC,EFG
01/22/2019 16:35:27,1,14,1.067,123,ABC,EFG
01/22/2019 16:35:28,1,13.9,1.083,123,ABC,EFG
01/22/2019 16:35:29,1,14,1.1,123,ABC,EFG
01/22/2019 16:35:30,1,14,1.117,123,ABC,EFG
01/22/2019 16:35:31,1,14.1,1.133,123,ABC,EFG
01/22/2019 16:35:32,1,14.1,1.15,123,ABC,EFG
01/22/2019 16:35:33,1,14.1,1.167,123,ABC,EFG
01/22/2019 16:35:34,1,14.1,1.183,123,ABC,EFG
01/22/2019 16:35:35,1,14.1,1.2,123,ABC,EFG
01/22/2019 16:35:36,1,14.1,1.217,123,ABC,EFG
01/22/2019 16:35:37,1,14.1,1.233,123,ABC,EFG
01/22/2019 16:35:38,1,14.1,1.25,123,ABC,EFG
01/22/2019 16:35:39,1,14.1,1.267,123,ABC,EFG
01/22/2019 16:35:40,1,14.1,1.283,123,ABC,EFG
01/22/2019 16:35:41,1,14,1.3,123,ABC,EFG
01/22/2019 16:35:42,1,14,1.317,123,ABC,EFG
01/22/2019 16:35:43,1,14,1.333,123,ABC,EFG
01/22/2019 16:35:44,1,14,1.35,123,ABC,EFG
01/22/2019 16:35:45,1,14,1.367,123,ABC,EFG
01/22/2019 16:35:46,1,14.1,1.383,123,ABC,EFG
01/22/2019 16:35:47,1,14.1,1.4,123,ABC,EFG
01/22/2019 16:35:48,1,14.1,1.417,123,ABC,EFG
01/22/2019 16:35:49,1,14.1,1.433,123,ABC,EFG
01/22/2019 16:35:50,1,14.1,1.45,123,ABC,EFG
01/22/2019 16:35:51,1,14,1.467,123,ABC,EFG
01/22/2019 16:35:52,1,14,1.483,123,ABC,EFG
01/22/2019 16:35:53,1,14,1.5,123,ABC,EFG
01/22/2019 16:35:54,1,14,1.517,123,ABC,EFG
01/22/2019 16:35:55,1,14,1.533,123,ABC,EFG
01/22/2019 16:35:56,1,14,1.55,123,ABC,EFG
01/22/2019 16:35:57,1,14,1.567,123,ABC,EFG
01/22/2019 16:35:58,1,14,1.583,123,ABC,EFG
01/22/2019 16:35:59,1,14.1,1.6,123,ABC,EFG
01/22/2019 16:36:00,1,14.1,1.617,123,ABC,EFG
01/22/2019 16:36:01,1,14.1,1.633,123,ABC,EFG
01/22/2019 16:36:02,1,14.1,1.65,123,ABC,EFG
01/22/2019 16:36:03,1,14.1,1.667,123,ABC,EFG
01/22/2019 16:36:04,1,14.1,1.683,123,ABC,EFG
01/22/2019 16:36:05,1,14.1,1.7,123,ABC,EFG
01/22/2019 16:36:06,1,14.1,1.717,123,ABC,EFG
01/22/2019 16:36:07,1,14,1.733,123,ABC,EFG
01/22/2019 16:36:08,1,14,1.75,123,ABC,EFG
01/22/2019 16:36:09,1,14.1,1.767,123,ABC,EFG
01/22/2019 16:36:10,1,14.1,1.783,123,ABC,EFG
01/22/2019 16:36:11,1,14.1,1.8,123,ABC,EFG
01/22/2019 16:36:12,1,14,1.817,123,ABC,EFG
01/22/2019 16:36:13,1,14,1.833,123,ABC,EFG
01/22/2019 16:36:14,1,14.1,1.85,123,ABC,EFG
01/22/2019 16:36:15,1,14.1,1.867,123,ABC,EFG
01/22/2019 16:36:16,1,14.1,1.883,123,ABC,EFG
01/22/2019 16:36:17,1,14.1,1.9,123,ABC,EFG
01/22/2019 16:36:18,1,14.1,1.917,123,ABC,EFG
01/22/2019 16:36:19,1,14,1.933,123,ABC,EFG
01/22/2019 16:36:20,1,14,1.95,123,ABC,EFG
01/22/2019 16:36:21,1,14,1.967,123,ABC,EFG
01/22/2019 16:36:22,1,14.1,1.983,123,ABC,EFG
01/22/2019 16:36:23,1,14,2,123,ABC,EFG
01/22/2019 16:36:24,1,14.1,2.017,123,ABC,EFG
01/22/2019 16:36:25,1,14.1,2.033,123,ABC,EFG
01/22/2019 16:36:26,1,14.1,2.05,123,ABC,EFG
01/22/2019 16:36:27,1,14.1,2.067,123,ABC,EFG
01/22/2019 16:36:28,1,14.1,2.083,123,ABC,EFG
01/22/2019 16:36:29,1,14.1,2.1,123,ABC,EFG
01/22/2019 16:36:30,1,14.1,2.117,123,ABC,EFG
01/22/2019 16:36:31,1,14,2.133,123,ABC,EFG
01/22/2019 16:36:32,1,14.1,2.15,123,ABC,EFG
01/22/2019 16:36:33,1,14.1,2.167,123,ABC,EFG
01/22/2019 16:36:34,1,14.1,2.183,123,ABC,EFG
01/22/2019 16:36:35,1,14.1,2.2,123,ABC,EFG
01/22/2019 16:36:36,1,14.1,2.217,123,ABC,EFG
01/22/2019 16:36:37,1,14.1,2.233,123,ABC,EFG
01/22/2019 16:36:38,1,14,2.25,123,ABC,EFG
01/22/2019 16:36:39,1,14,2.267,123,ABC,EFG
01/22/2019 16:36:40,1,14,2.283,123,ABC,EFG
01/22/2019 16:36:41,1,14,2.3,123,ABC,EFG
01/22/2019 16:36:42,1,14,2.317,123,ABC,EFG
01/22/2019 16:36:43,1,14.1,2.333,123,ABC,EFG
01/22/2019 16:36:44,1,14,2.35,123,ABC,EFG
01/22/2019 16:36:45,1,14,2.367,123,ABC,EFG
01/22/2019 16:36:46,1,14,2.383,123,ABC,EFG
01/22/2019 16:36:47,1,14,2.4,123,ABC,EFG
01/22/2019 16:36:48,1,14,2.417,123,ABC,EFG
01/22/2019 16:36:49,1,14.1,2.433,123,ABC,EFG
01/22/2019 16:36:50,1,14.1,2.45,123,ABC,EFG
01/22/2019 16:36:51,1,14,2.467,123,ABC,EFG
01/22/2019 16:36:52,1,14,2.483,123,ABC,EFG
01/22/2019 16:36:53,1,14,2.5,123,ABC,EFG
01/22/2019 16:36:54,1,14,2.517,123,ABC,EFG
01/22/2019 16:36:55,1,14,2.533,123,ABC,EFG
01/22/2019 16:36:56,1,13.9,2.55,123,ABC,EFG
01/22/2019 16:36:57,1,14,2.567,123,ABC,EFG
01/22/2019 16:36:58,1,14,2.583,123,ABC,EFG
01/22/2019 16:36:59,1,14,2.6,123,ABC,EFG
01/22/2019 16:37:00,1,14.1,2.617,123,ABC,EFG
01/22/2019 16:37:01,1,14.1,2.633,123,ABC,EFG
01/22/2019 16:37:02,1,14,2.65,123,ABC,EFG
01/22/2019 16:37:03,1,14,2.667,123,ABC,EFG
01/22/2019 16:37:04,1,14,2.683,123,ABC,EFG
01/22/2019 16:37:05,1,14.1,2.7,123,ABC,EFG
01/22/2019 16:37:06,1,14.1,2.717,123,ABC,EFG
01/22/2019 16:37:07,1,14,2.733,123,ABC,EFG
01/22/2019 16:37:08,1,14,2.75,123,ABC,EFG
01/22/2019 16:37:09,1,14,2.767,123,ABC,EFG
01/22/2019 16:37:10,1,14,2.783,123,ABC,EFG
01/22/2019 16:37:11,1,14.1,2.8,123,ABC,EFG
01/22/2019 16:37:12,1,14.1,2.817,123,ABC,EFG
01/22/2019 16:37:13,1,14.1,2.833,123,ABC,EFG
01/22/2019 16:37:14,1,14.1,2.85,123,ABC,EFG
01/22/2019 16:37:15,1,14.1,2.867,123,ABC,EFG
01/22/2019 16:37:16,1,14.1,2.883,123,ABC,EFG
01/22/2019 16:37:17,1,14.1,2.9,123,ABC,EFG
01/22/2019 16:37:18,1,14.1,2.917,123,ABC,EFG
01/22/2019 16:37:19,1,14.1,2.933,123,ABC,EFG
01/22/2019 16:37:20,1,14.1,2.95,123,ABC,EFG
01/22/2019 16:37:21,1,14.1,2.967,123,ABC,EFG
01/22/2019 16:37:22,1,14.1,2.983,123,ABC,EFG
01/22/2019 16:37:23,1,14.1,3,123,ABC,EFG
01/22/2019 16:37:24,1,14,3.017,123,ABC,EFG
01/22/2019 16:37:25,1,14,3.033,123,ABC,EFG
01/22/2019 16:37:26,1,14,3.05,123,ABC,EFG
01/22/2019 16:37:27,1,14,3.067,123,ABC,EFG
01/22/2019 16:37:28,1,14,3.083,123,ABC,EFG
01/22/2019 16:37:29,1,14,3.1,123,ABC,EFG
01/22/2019 16:37:30,1,14,3.117,123,ABC,EFG
01/22/2019 16:37:31,1,14,3.133,123,ABC,EFG
01/22/2019 16:37:32,1,14,3.15,123,ABC,EFG
01/22/2019 16:37:33,1,14.1,3.167,123,ABC,EFG
01/22/2019 16:37:34,1,14.1,3.183,123,ABC,EFG
01/22/2019 16:37:35,1,14,3.2,123,ABC,EFG
01/22/2019 16:37:36,1,14,3.217,123,ABC,EFG
01/22/2019 16:37:37,1,14,3.233,123,ABC,EFG
01/22/2019 16:37:38,1,14,3.25,123,ABC,EFG
01/22/2019 16:37:39,1,14,3.267,123,ABC,EFG
01/22/2019 16:37:40,1,14,3.283,123,ABC,EFG
01/22/2019 16:37:41,1,14,3.3,123,ABC,EFG
01/22/2019 16:37:42,1,14.1,3.317,123,ABC,EFG
01/22/2019 16:37:43,1,14.1,3.333,123,ABC,EFG
01/22/2019 16:37:44,1,14,3.35,123,ABC,EFG
01/22/2019 16:37:45,1,14.1,3.367,123,ABC,EFG
01/22/2019 16:37:46,1,14.1,3.383,123,ABC,EFG
01/22/2019 16:37:47,1,14.1,3.4,123,ABC,EFG
01/22/2019 16:37:48,1,14.1,3.417,123,ABC,EFG
01/22/2019 16:37:49,1,14.1,3.433,123,ABC,EFG
01/22/2019 16:37:50,1,14.1,3.45,123,ABC,EFG
01/22/2019 16:37:51,1,14.1,3.467,123,ABC,EFG
01/22/2019 16:37:52,1,14.1,3.483,123,ABC,EFG
01/22/2019 16:37:53,1,14.1,3.5,123,ABC,EFG
01/22/2019 16:37:54,1,14.1,3.517,123,ABC,EFG
01/22/2019 16:37:55,1,14.1,3.533,123,ABC,EFG
01/22/2019 16:37:56,1,14.1,3.55,123,ABC,EFG
01/22/2019 16:37:57,1,14,3.567,123,ABC,EFG
01/22/2019 16:37:58,1,14,3.583,123,ABC,EFG
01/22/2019 16:37:59,1,14.1,3.6,123,ABC,EFG
01/22/2019 16:38:00,1,14.1,3.617,123,ABC,EFG
01/22/2019 16:38:01,1,14.1,3.633,123,ABC,EFG
01/22/2019 16:38:02,1,14,3.65,123,ABC,EFG
01/22/2019 16:38:03,1,14.1,3.667,123,ABC,EFG
01/22/2019 16:38:04,1,14.1,3.683,123,ABC,EFG
01/22/2019 16:38:05,1,14.1,3.7,123,ABC,EFG
01/22/2019 16:38:06,1,14.1,3.717,123,ABC,EFG
01/22/2019 16:38:07,1,14.1,3.733,123,ABC,EFG
01/22/2019 16:38:08,1,14,3.75,123,ABC,EFG
01/22/2019 16:38:09,1,14.1,3.767,123,ABC,EFG
01/22/2019 16:38:10,1,14.1,3.783,123,ABC,EFG
01/22/2019 16:38:11,1,14.1,3.8,123,ABC,EFG
01/22/2019 16:38:12,1,14.1,3.817,123,ABC,EFG
01/22/2019 16:38:13,1,14.1,3.833,123,ABC,EFG
01/22/2019 16:38:14,1,14.1,3.85,123,ABC,EFG
01/22/2019 16:38:15,1,14.1,3.867,123,ABC,EFG
01/22/2019 16:38:16,1,14.1,3.883,123,ABC,EFG
01/22/2019 16:38:17,1,14.1,3.9,123,ABC,EFG
01/22/2019 16:38:18,1,14,3.917,123,ABC,EFG
01/22/2019 16:38:19,1,14.1,3.933,123,ABC,EFG
01/22/2019 16:38:20,1,14.1,3.95,123,ABC,EFG
01/22/2019 16:38:21,1,14.1,3.967,123,ABC,EFG
01/22/2019 16:38:22,1,14,3.983,123,ABC,EFG
01/22/2019 16:38:23,1,14.1,4,123,ABC,EFG
01/22/2019 16:38:24,1,14.1,4.017,123,ABC,EFG
01/22/2019 16:38:25,1,14.1,4.033,123,ABC,EFG
01/22/2019 16:38:26,1,14,4.05,123,ABC,EFG
01/22/2019 16:38:27,1,14,4.067,123,ABC,EFG
01/22/2019 16:38:28,1,14.1,4.083,123,ABC,EFG
01/22/2019 16:38:29,1,14.1,4.1,123,ABC,EFG
01/22/2019 16:38:30,1,14.1,4.117,123,ABC,EFG
01/22/2019 16:38:31,1,14.1,4.133,123,ABC,EFG
01/22/2019 16:38:32,1,14.1,4.15,123,ABC,EFG
01/22/2019 16:38:33,1,14.1,4.167,123,ABC,EFG
01/22/2019 16:38:34,1,14.2,4.183,123,ABC,EFG
01/22/2019 16:38:35,1,14.1,4.2,123,ABC,EFG
01/22/2019 16:38:36,1,14.1,4.217,123,ABC,EFG
01/22/2019 16:38:37,1,14.1,4.233,123,ABC,EFG
01/22/2019 16:38:38,1,14.1,4.25,123,ABC,EFG
01/22/2019 16:38:39,1,14.1,4.267,123,ABC,EFG
01/22/2019 16:38:40,1,14.1,4.283,123,ABC,EFG
01/22/2019 16:38:41,1,14.1,4.3,123,ABC,EFG
01/22/2019 16:38:42,1,14.1,4.317,123,ABC,EFG
01/22/2019 16:38:43,1,14.1,4.333,123,ABC,EFG
01/22/2019 16:38:44,1,14.1,4.35,123,ABC,EFG
01/22/2019 16:38:45,1,14.1,4.367,123,ABC,EFG
01/22/2019 16:38:46,1,14.1,4.383,123,ABC,EFG
01/22/2019 16:38:47,1,14.1,4.4,123,ABC,EFG
01/22/2019 16:38:48,1,14.1,4.417,123,ABC,EFG
01/22/2019 16:38:49,1,14.1,4.433,123,ABC,EFG
01/22/2019 16:38:50,1,14,4.45,123,ABC,EFG
01/22/2019 16:38:51,1,14.1,4.467,123,ABC,EFG
01/22/2019 16:38:52,1,14.1,4.483,123,ABC,EFG
01/22/2019 16:38:53,1,14.1,4.5,123,ABC,EFG
01/22/2019 16:38:54,1,14.1,4.517,123,ABC,EFG
01/22/2019 16:38:55,1,14.1,4.533,123,ABC,EFG
01/22/2019 16:38:56,1,14,4.55,123,ABC,EFG
01/22/2019 16:38:57,1,14,4.567,123,ABC,EFG
01/22/2019 16:38:58,1,14.1,4.583,123,ABC,EFG
01/22/2019 16:38:59,1,14.1,4.6,123,ABC,EFG
01/22/2019 16:39:00,1,14,4.617,123,ABC,EFG
01/22/2019 16:39:01,1,14,4.633,123,ABC,EFG
01/22/2019 16:39:02,1,14.1,4.65,123,ABC,EFG
01/22/2019 16:39:03,1,14.1,4.667,123,ABC,EFG
01/22/2019 16:39:04,1,14.1,4.683,123,ABC,EFG
01/22/2019 16:39:05,1,14.1,4.7,123,ABC,EFG
01/22/2019 16:39:06,1,14.1,4.717,123,ABC,EFG
01/22/2019 16:39:07,1,14,4.733,123,ABC,EFG
01/22/2019 16:39:08,1,14,4.75,123,ABC,EFG
01/22/2019 16:39:09,1,14,4.767,123,ABC,EFG
01/22/2019 16:39:10,1,14,4.783,123,ABC,EFG
01/22/2019 16:39:11,1,14,4.8,123,ABC,EFG
01/22/2019 16:39:12,1,14.1,4.817,123,ABC,EFG
01/22/2019 16:39:13,1,14.1,4.833,123,ABC,EFG
01/22/2019 16:39:14,1,14.1,4.85,123,ABC,EFG
01/22/2019 16:39:15,1,14.1,4.867,123,ABC,EFG
01/22/2019 16:39:16,1,14.1,4.883,123,ABC,EFG
01/22/2019 16:39:17,1,14.1,4.9,123,ABC,EFG
01/22/2019 16:39:18,1,14.1,4.917,123,ABC,EFG
01/22/2019 16:39:19,1,14.2,4.933,123,ABC,EFG
01/22/2019 16:39:20,1,14.2,4.95,123,ABC,EFG
01/22/2019 16:39:21,1,14.1,4.967,123,ABC,EFG
01/22/2019 16:39:22,1,14.1,4.983,123,ABC,EFG
01/22/2019 16:39:23,1,14.1,5,123,ABC,EFG
01/22/2019 16:39:24,1,14.1,5.017,123,ABC,EFG
01/22/2019 16:39:25,1,14.1,5.033,123,ABC,EFG
01/22/2019 16:39:26,1,14,5.05,123,ABC,EFG
01/22/2019 16:39:27,1,14.1,5.067,123,ABC,EFG
01/22/2019 16:39:28,1,14.1,5.083,123,ABC,EFG
01/22/2019 16:39:29,1,14.1,5.1,123,ABC,EFG
01/22/2019 16:39:30,1,14,5.117,123,ABC,EFG
01/22/2019 16:39:31,1,14.1,5.133,123,ABC,EFG
01/22/2019 16:39:32,1,14.1,5.15,123,ABC,EFG
01/22/2019 16:39:33,1,14,5.167,123,ABC,EFG
01/22/2019 16:39:34,1,14.1,5.183,123,ABC,EFG
01/22/2019 16:39:35,1,14.1,5.2,123,ABC,EFG
01/22/2019 16:39:36,1,14,5.217,123,ABC,EFG
01/22/2019 16:39:37,1,14.1,5.233,123,ABC,EFG
01/22/2019 16:39:38,1,14.1,5.25,123,ABC,EFG
01/22/2019 16:39:39,1,14.1,5.267,123,ABC,EFG
01/22/2019 16:39:40,1,14.1,5.283,123,ABC,EFG
01/22/2019 16:39:41,1,14.1,5.3,123,ABC,EFG
01/22/2019 16:39:42,1,14.1,5.317,123,ABC,EFG
01/22/2019 16:39:43,1,14.1,5.333,123,ABC,EFG
01/22/2019 16:39:44,1,14.1,5.35,123,ABC,EFG
01/22/2019 16:39:45,1,14.1,5.367,123,ABC,EFG
01/22/2019 16:39:46,1,14,5.383,123,ABC,EFG
01/22/2019 16:39:47,1,14,5.4,123,ABC,EFG
01/22/2019 16:39:48,1,14,5.417,123,ABC,EFG
01/22/2019 16:39:49,1,14,5.433,123,ABC,EFG
01/22/2019 16:39:50,1,13.9,5.45,123,ABC,EFG
01/22/2019 16:39:51,1,12.5,5.467,123,ABC,EFG
01/22/2019 16:39:52,1,11.9,5.483,123,ABC,EFG
01/22/2019 16:39:53,1,11.5,5.5,123,ABC,EFG
01/22/2019 16:39:54,1,11.2,5.517,123,ABC,EFG
01/22/2019 16:39:55,1,10.9,5.533,123,ABC,EFG
01/22/2019 16:39:56,1,10.8,5.55,123,ABC,EFG
01/22/2019 16:39:57,1,10.6,5.567,123,ABC,EFG
01/22/2019 16:39:58,1,10.6,5.583,123,ABC,EFG
01/22/2019 16:39:59,1,10.5,5.6,123,ABC,EFG
01/22/2019 16:40:00,1,10.4,5.617,123,ABC,EFG
01/22/2019 16:40:01,1,10.3,5.633,123,ABC,EFG
01/22/2019 16:40:02,1,10.3,5.65,123,ABC,EFG
01/22/2019 16:40:03,1,10.3,5.667,123,ABC,EFG
01/22/2019 16:40:04,1,10.2,5.683,123,ABC,EFG
01/22/2019 16:40:05,1,10.2,5.7,123,ABC,EFG
01/22/2019 16:40:06,1,10.2,5.717,123,ABC,EFG
01/22/2019 16:40:07,1,10.1,5.733,123,ABC,EFG
01/22/2019 16:40:08,1,10.1,5.75,123,ABC,EFG
01/22/2019 16:40:09,1,10.2,5.767,123,ABC,EFG
01/22/2019 16:40:10,1,10.2,5.783,123,ABC,EFG
01/22/2019 16:40:11,1,10.2,5.8,123,ABC,EFG
01/22/2019 16:40:12,1,10.2,5.817,123,ABC,EFG
01/22/2019 16:40:13,1,10.2,5.833,123,ABC,EFG
01/22/2019 16:40:14,1,10.2,5.85,123,ABC,EFG
01/22/2019 16:40:15,1,10.2,5.867,123,ABC,EFG
01/22/2019 16:40:16,1,10.2,5.883,123,ABC,EFG
01/22/2019 16:40:17,1,10.2,5.9,123,ABC,EFG
01/22/2019 16:40:18,1,10.2,5.917,123,ABC,EFG
01/22/2019 16:40:19,1,10.2,5.933,123,ABC,EFG
01/22/2019 16:40:20,1,10.2,5.95,123,ABC,EFG
01/22/2019 16:40:21,1,10.2,5.967,123,ABC,EFG
01/22/2019 16:40:22,1,10.2,5.983,123,ABC,EFG
01/22/2019 16:40:23,1,10.2,6,123,ABC,EFG
01/22/2019 16:40:24,1,10.2,6.017,123,ABC,EFG
01/22/2019 16:40:25,1,10.2,6.033,123,ABC,EFG
01/22/2019 16:40:26,1,10.2,6.05,123,ABC,EFG
01/22/2019 16:40:27,1,10.2,6.067,123,ABC,EFG
01/22/2019 16:40:28,1,10.1,6.083,123,ABC,EFG
01/22/2019 16:40:29,1,10.2,6.1,123,ABC,EFG
01/22/2019 16:40:30,1,10.2,6.117,123,ABC,EFG
01/22/2019 16:40:31,1,10.2,6.133,123,ABC,EFG
01/22/2019 16:40:32,1,10.2,6.15,123,ABC,EFG
01/22/2019 16:40:33,1,10.2,6.167,123,ABC,EFG
01/22/2019 16:40:34,1,10.2,6.183,123,ABC,EFG
01/22/2019 16:40:35,1,10.2,6.2,123,ABC,EFG
01/22/2019 16:40:36,1,10.2,6.217,123,ABC,EFG
01/22/2019 16:40:37,1,10.2,6.233,123,ABC,EFG
01/22/2019 16:40:38,1,10.2,6.25,123,ABC,EFG
01/22/2019 16:40:39,1,10.1,6.267,123,ABC,EFG
01/22/2019 16:40:40,1,10.2,6.283,123,ABC,EFG
01/22/2019 16:40:41,1,10.2,6.3,123,ABC,EFG
01/22/2019 16:40:42,1,10.2,6.317,123,ABC,EFG
01/22/2019 16:40:43,1,10.2,6.333,123,ABC,EFG
01/22/2019 16:40:44,1,10.2,6.35,123,ABC,EFG
01/22/2019 16:40:45,1,10.2,6.367,123,ABC,EFG
01/22/2019 16:40:46,1,10.2,6.383,123,ABC,EFG
01/22/2019 16:40:47,1,10.2,6.4,123,ABC,EFG
01/22/2019 16:40:48,1,10.2,6.417,123,ABC,EFG
01/22/2019 16:40:49,1,10.2,6.433,123,ABC,EFG
01/22/2019 16:40:50,1,10.2,6.45,123,ABC,EFG
01/22/2019 16:40:51,1,10.2,6.467,123,ABC,EFG
01/22/2019 16:40:52,1,10.2,6.483,123,ABC,EFG
01/22/2019 16:40:53,1,10.2,6.5,123,ABC,EFG
01/22/2019 16:40:54,1,10.2,6.517,123,ABC,EFG
01/22/2019 16:40:55,1,10.2,6.533,123,ABC,EFG
01/22/2019 16:40:56,1,10.2,6.55,123,ABC,EFG
01/22/2019 16:40:57,1,10.2,6.567,123,ABC,EFG
01/22/2019 16:40:58,1,10.1,6.583,123,ABC,EFG
01/22/2019 16:40:59,1,10.2,6.6,123,ABC,EFG
01/22/2019 16:41:00,1,10.1,6.617,123,ABC,EFG
01/22/2019 16:41:01,1,10.2,6.633,123,ABC,EFG
01/22/2019 16:41:02,1,10.2,6.65,123,ABC,EFG
01/22/2019 16:41:03,1,10.2,6.667,123,ABC,EFG
01/22/2019 16:41:04,1,10.2,6.683,123,ABC,EFG
01/22/2019 16:41:05,1,10.2,6.7,123,ABC,EFG
01/22/2019 16:41:06,1,10.2,6.717,123,ABC,EFG
01/22/2019 16:41:07,1,10.1,6.733,123,ABC,EFG
01/22/2019 16:41:08,1,10.1,6.75,123,ABC,EFG
01/22/2019 16:41:09,1,10.2,6.767,123,ABC,EFG
01/22/2019 16:41:10,1,10.3,6.783,123,ABC,EFG
01/22/2019 16:41:11,1,10.3,6.8,123,ABC,EFG
01/22/2019 16:41:12,1,10.2,6.817,123,ABC,EFG
01/22/2019 16:41:13,1,10.2,6.833,123,ABC,EFG
01/22/2019 16:41:14,1,10.2,6.85,123,ABC,EFG
01/22/2019 16:41:15,1,10.2,6.867,123,ABC,EFG
01/22/2019 16:41:16,1,10.2,6.883,123,ABC,EFG
01/22/2019 16:41:17,1,10.2,6.9,123,ABC,EFG
01/22/2019 16:41:18,1,10.2,6.917,123,ABC,EFG
01/22/2019 16:41:19,1,10.2,6.933,123,ABC,EFG
01/22/2019 16:41:20,1,10.2,6.95,123,ABC,EFG
01/22/2019 16:41:21,1,10.2,6.967,123,ABC,EFG
01/22/2019 16:41:22,1,10.2,6.983,123,ABC,EFG
01/22/2019 16:41:23,1,10.2,7,123,ABC,EFG
01/22/2019 16:41:24,1,10.2,7.017,123,ABC,EFG
01/22/2019 16:41:25,1,10.2,7.033,123,ABC,EFG
01/22/2019 16:41:26,1,10.2,7.05,123,ABC,EFG
01/22/2019 16:41:27,1,10.2,7.067,123,ABC,EFG
01/22/2019 16:41:28,1,10.2,7.083,123,ABC,EFG
01/22/2019 16:41:29,1,10.2,7.1,123,ABC,EFG
01/22/2019 16:41:30,1,10.2,7.117,123,ABC,EFG
01/22/2019 16:41:31,1,10.2,7.133,123,ABC,EFG
